,timestamp,open,high,low,close,volume
0,1751332800000.0,107428.4,107437.5,107405.1,107405.1,13.42821
1,1751332800000.0,107405.1,107422.4,107405.1,107422.4,3.504826
2,1751333000000.0,107422.4,107443.3,107422.3,107443.3,10.9593115
3,1751333000000.0,107443.3,107479.9,107443.3,107475.0,37.21274
4,1751333100000.0,107475.0,107475.0,107430.7,107439.9,10.889778
5,1751333100000.0,107439.9,107439.9,107424.5,107424.6,16.477055
6,1751333200000.0,107424.6,107424.6,107375.3,107377.6,34.40501
7,1751333200000.0,107377.6,107405.8,107377.6,107397.1,7.192596
8,1751333300000.0,107397.1,107397.1,107340.2,107340.3,9.294152
9,1751333300000.0,107340.3,107359.6,107335.0,107359.6,8.413628
10,1751333300000.0,107359.6,107370.0,107346.1,107346.2,4.4218
11,1751333500000.0,107346.2,107346.2,107308.6,107308.6,24.406397
12,1751333500000.0,107308.6,107308.7,107308.6,107308.7,1.9210045
13,1751333600000.0,107308.7,107350.0,107300.9,107350.0,10.801515
14,1751333600000.0,107350.0,107434.3,107350.0,107434.3,11.824323
15,1751333700000.0,107434.3,107455.0,107410.0,107410.0,19.976597
16,1751333700000.0,107410.0,107410.1,107391.0,107410.0,4.4282413
17,1751333900000.0,107410.0,107410.1,107383.6,107383.6,41.39363
18,1751333900000.0,107383.6,107383.7,107356.4,107375.9,5.3867564
19,1751334000000.0,107375.9,107375.9,107340.2,107340.3,11.586041
20,1751334000000.0,107340.3,107340.3,107314.0,107314.0,5.6479354
21,1751334000000.0,107314.0,107314.0,107250.0,107279.7,7.803314
22,1751334100000.0,107279.7,107287.2,107279.7,107286.8,1.6083164
23,1751334100000.0,107286.8,107286.8,107270.0,107282.7,1.1642375
24,1751334300000.0,107282.7,107288.6,107282.7,107288.6,28.870747
25,1751334300000.0,107288.6,107302.9,107288.5,107302.9,7.632004
26,1751334400000.0,107302.9,107321.5,107299.6,107299.6,9.50174
27,1751334400000.0,107299.6,107339.4,107291.7,107319.8,16.21207
28,1751334500000.0,107319.8,107319.9,107297.4,107297.5,4.4529347
29,1751334500000.0,107297.5,107308.3,107297.5,107307.7,3.008399
30,1751334600000.0,107307.7,107307.7,107288.5,107288.5,10.93111
31,1751334600000.0,107288.5,107288.5,107224.8,107224.9,34.89819
32,1751334800000.0,107224.9,107224.9,107168.0,107168.1,22.393442
33,1751334800000.0,107168.1,107168.1,107156.0,107165.4,24.27959
34,1751334800000.0,107165.4,107165.4,107140.9,107141.0,50.27555
35,1751334900000.0,107141.0,107188.1,107124.3,107187.3,18.663115
36,1751334900000.0,107187.3,107195.0,107179.9,107195.0,6.7892914
37,1751335000000.0,107195.0,107196.7,107187.0,107187.0,8.008889
38,1751335000000.0,107187.0,107212.8,107163.8,107172.0,5.0519867
39,1751335200000.0,107172.0,107172.1,107171.9,107172.0,4.4836144
40,1751335200000.0,107172.0,107176.2,107156.5,107170.6,10.364309
41,1751335300000.0,107170.6,107173.9,107158.8,107173.9,15.32516
42,1751335300000.0,107173.9,107173.9,107169.0,107169.0,4.938842
43,1751335400000.0,107169.0,107169.0,107143.6,107143.6,10.916905
44,1751335400000.0,107143.6,107190.5,107136.2,107190.5,17.316437
45,1751335400000.0,107190.5,107238.1,107190.4,107238.1,113.068596
46,1751335600000.0,107238.1,107242.0,107238.0,107242.0,13.726445
47,1751335600000.0,107242.0,107242.0,107209.5,107209.5,3.1669564
48,1751335700000.0,107209.5,107249.1,107206.7,107249.1,5.588302
49,1751335700000.0,107249.1,107249.1,107215.4,107215.4,7.8657274
50,1751335800000.0,107215.4,107215.5,107208.9,107208.9,3.9602041
51,1751335800000.0,107208.9,107249.0,107208.9,107249.0,1.3042597
52,1751336000000.0,107249.0,107249.1,107248.9,107249.1,5.8564916
53,1751336000000.0,107249.1,107249.1,107204.7,107204.7,2.7582064
54,1751336100000.0,107204.7,107236.1,107200.4,107233.0,14.005874
55,1751336100000.0,107233.0,107233.0,107186.0,107186.1,1.4580814
56,1751336200000.0,107186.1,107195.5,107178.6,107178.7,4.7145762
57,1751336200000.0,107178.7,107237.3,107178.6,107225.1,6.4037166
58,1751336200000.0,107225.1,107257.7,107225.0,107257.7,5.628952
59,1751336400000.0,107257.7,107285.8,107256.8,107256.8,5.7943897
60,1751336400000.0,107256.8,107256.9,107225.1,107245.5,0.28900507
61,1751336500000.0,107245.5,107247.3,107232.2,107232.2,2.3344734
62,1751336500000.0,107232.2,107247.3,107232.2,107247.3,1.575503
63,1751336600000.0,107247.3,107267.4,107247.3,107267.3,13.348847
64,1751336600000.0,107267.3,107267.4,107262.2,107262.2,3.0728307
65,1751336700000.0,107262.2,107288.7,107262.2,107270.4,5.0080934
66,1751336700000.0,107270.4,107270.6,107270.4,107270.6,9.412969
67,1751336900000.0,107270.6,107280.0,107270.5,107280.0,3.585365
68,1751336900000.0,107280.0,107280.0,107270.6,107277.6,14.805458
69,1751336900000.0,107277.6,107280.0,107270.5,107280.0,1.463083
70,1751337000000.0,107280.0,107337.7,107279.9,107337.7,9.902192
71,1751337000000.0,107337.7,107363.5,107337.6,107352.4,26.743683
72,1751337100000.0,107352.4,107352.5,107312.4,107334.1,7.9796634
73,1751337100000.0,107334.1,107358.3,107334.1,107352.6,8.385325
74,1751337300000.0,107352.6,107352.6,107307.8,107327.7,31.00642
75,1751337300000.0,107327.7,107327.7,107225.9,107225.9,17.015825
76,1751337400000.0,107225.9,107270.4,107204.7,107259.6,29.157568
77,1751337400000.0,107259.6,107293.0,107259.6,107280.1,8.090335
78,1751337500000.0,107280.1,107280.1,107254.8,107254.8,10.04422
79,1751337500000.0,107254.8,107254.9,107245.8,107245.8,2.381923
80,1751337700000.0,107245.8,107247.6,107229.0,107229.2,5.5747843
81,1751337700000.0,107229.2,107236.0,107229.2,107236.0,18.841055
82,1751337700000.0,107236.0,107236.0,107201.1,107216.0,7.5084395
83,1751337800000.0,107216.0,107223.0,107216.0,107223.0,1.9099853
84,1751337800000.0,107223.0,107223.0,107222.9,107223.0,8.021084
85,1751337900000.0,107223.0,107223.0,107205.7,107205.7,2.8445687
86,1751337900000.0,107205.7,107205.8,107180.0,107180.1,10.158498
87,1751338000000.0,107180.1,107180.1,107151.6,107151.7,6.6686263
88,1751338000000.0,107151.7,107162.4,107120.0,107123.4,30.91689
89,1751338200000.0,107123.4,107128.0,107113.4,107113.4,17.352041
90,1751338200000.0,107113.4,107113.5,107080.9,107080.9,78.350716
91,1751338300000.0,107080.9,107084.3,107080.9,107081.1,11.503766
92,1751338300000.0,107081.1,107093.7,107052.6,107075.5,22.77755
93,1751338300000.0,107075.5,107075.5,107056.3,107060.3,26.657116
94,1751338500000.0,107060.3,107060.3,107058.1,107058.2,16.760708
95,1751338500000.0,107058.2,107097.0,107058.1,107093.0,27.94136
96,1751338600000.0,107093.0,107093.0,107080.0,107080.0,35.323273
97,1751338600000.0,107080.0,107080.1,107058.8,107058.8,12.027441
