,timestamp,open,high,low,close,volume
0,1748750400000.0,104337.2,104354.0,104337.1,104354.0,22.8842
1,1748750400000.0,104354.0,104355.0,104350.0,104350.0,15.5132
2,1748750600000.0,104350.0,104426.8,104350.0,104414.9,49.7082
3,1748750600000.0,104414.9,104426.7,104405.8,104409.8,105.251
4,1748750700000.0,104409.8,104409.8,104382.3,104382.4,25.1133
5,1748750700000.0,104382.4,104382.5,104382.3,104382.4,25.5769
6,1748750700000.0,104382.4,104382.5,104345.3,104345.3,16.9685
7,1748750800000.0,104345.3,104345.3,104330.1,104330.1,37.7363
8,1748750800000.0,104330.1,104349.9,104313.0,104349.8,17.6873
9,1748751000000.0,104349.8,104360.0,104328.9,104328.9,16.2599
10,1748751000000.0,104328.9,104359.5,104328.9,104358.0,19.4276
11,1748751100000.0,104358.0,104358.1,104342.1,104353.0,10.5578
12,1748751100000.0,104353.0,104371.6,104353.0,104371.5,17.4036
13,1748751200000.0,104371.5,104410.5,104371.5,104410.5,9.9359
14,1748751200000.0,104410.5,104410.5,104363.9,104366.7,24.8449
15,1748751400000.0,104366.7,104397.8,104366.7,104397.7,13.4677
16,1748751400000.0,104397.7,104435.6,104397.7,104427.8,70.7064
17,1748751500000.0,104427.8,104427.8,104427.7,104427.7,189.5918
18,1748751500000.0,104427.7,104469.9,104427.7,104457.4,40.6193
19,1748751500000.0,104457.4,104469.4,104457.4,104463.5,66.3116
20,1748751600000.0,104463.5,104475.1,104451.1,104451.1,26.2284
21,1748751600000.0,104451.1,104467.5,104451.1,104467.5,53.1778
22,1748751700000.0,104467.5,104467.7,104462.0,104462.0,20.7845
23,1748751700000.0,104462.0,104462.1,104441.3,104441.4,39.7911
24,1748751900000.0,104441.4,104441.4,104440.3,104440.4,13.1864
25,1748751900000.0,104440.4,104440.4,104440.3,104440.3,7.9325
26,1748752000000.0,104440.3,104440.4,104440.3,104440.3,6.1544
27,1748752000000.0,104440.3,104440.4,104440.0,104440.0,10.3337
28,1748752100000.0,104440.0,104440.1,104440.0,104440.0,13.2819
29,1748752100000.0,104440.0,104475.9,104440.0,104474.5,14.5534
30,1748752100000.0,104474.5,104561.3,104474.4,104551.1,58.679
31,1748752300000.0,104551.1,104605.3,104543.8,104605.3,162.8294
32,1748752300000.0,104605.3,104605.3,104590.0,104590.0,109.4991
33,1748752400000.0,104590.0,104600.4,104579.7,104600.4,48.4621
34,1748752400000.0,104600.4,104633.0,104561.5,104567.8,43.7345
35,1748752500000.0,104567.8,104570.0,104547.4,104570.0,76.8538
36,1748752500000.0,104570.0,104593.5,104569.9,104591.5,31.4633
37,1748752700000.0,104591.5,104630.2,104591.5,104622.6,47.575
38,1748752700000.0,104622.6,104629.4,104622.5,104626.2,28.2327
39,1748752800000.0,104626.2,104640.8,104626.2,104640.7,26.814
40,1748752800000.0,104640.7,104673.8,104640.7,104673.7,46.6145
41,1748752900000.0,104673.7,104673.7,104658.1,104663.9,82.7283
42,1748752900000.0,104663.9,104663.9,104663.7,104663.7,41.2593
43,1748752900000.0,104663.7,104663.8,104650.6,104650.7,39.0537
44,1748753000000.0,104650.7,104650.7,104639.3,104640.8,38.3167
45,1748753000000.0,104640.8,104689.7,104640.8,104689.6,44.056
46,1748753200000.0,104689.6,104699.4,104609.9,104616.1,88.1242
47,1748753200000.0,104616.1,104630.0,104591.0,104624.5,208.2736
48,1748753300000.0,104624.5,104624.5,104595.5,104595.5,57.7647
49,1748753300000.0,104595.5,104618.6,104595.3,104618.6,82.7465
50,1748753400000.0,104618.6,104645.0,104618.5,104635.7,41.2146
51,1748753400000.0,104635.7,104635.7,104621.8,104621.9,22.2481
52,1748753600000.0,104621.9,104622.0,104590.0,104606.4,27.9882
53,1748753600000.0,104606.4,104606.6,104591.3,104591.3,51.2673
54,1748753600000.0,104591.3,104609.1,104590.5,104609.1,8.0753
55,1748753700000.0,104609.1,104609.1,104602.4,104602.5,9.4166
56,1748753700000.0,104602.5,104602.6,104602.5,104602.6,6.323
57,1748753800000.0,104602.6,104602.6,104602.5,104602.5,9.0225
58,1748753800000.0,104602.5,104602.6,104602.5,104602.5,9.0899
59,1748754000000.0,104602.5,104602.6,104601.1,104601.2,16.2387
60,1748754000000.0,104601.2,104601.2,104548.9,104548.9,16.4916
61,1748754100000.0,104548.9,104589.0,104548.9,104588.9,42.3224
62,1748754100000.0,104588.9,104603.1,104573.3,104603.1,19.3634
63,1748754200000.0,104603.1,104667.3,104603.1,104630.1,77.3771
64,1748754200000.0,104630.1,104638.8,104578.2,104638.6,202.2076
65,1748754200000.0,104638.6,104658.5,104627.1,104627.3,14.2804
66,1748754400000.0,104627.3,104633.1,104618.5,104618.5,15.9461
67,1748754400000.0,104618.5,104640.2,104618.5,104636.3,19.2185
68,1748754500000.0,104636.3,104638.9,104635.1,104638.8,23.0812
69,1748754500000.0,104638.8,104638.9,104622.5,104624.4,6.4714
70,1748754600000.0,104624.4,104624.4,104617.3,104617.3,8.2028
71,1748754600000.0,104617.3,104638.0,104617.3,104628.5,19.1026
72,1748754800000.0,104628.5,104652.8,104628.5,104652.7,24.1327
73,1748754800000.0,104652.7,104652.8,104652.4,104652.4,31.0384
74,1748754900000.0,104652.4,104652.4,104646.2,104646.2,12.5099
75,1748754900000.0,104646.2,104665.8,104646.2,104646.2,11.7229
76,1748755000000.0,104646.2,104646.3,104646.2,104646.3,23.7447
77,1748755000000.0,104646.3,104646.3,104646.0,104646.1,15.89
78,1748755000000.0,104646.1,104646.1,104646.0,104646.0,22.3804
79,1748755200000.0,104646.0,104646.1,104587.0,104587.0,30.4536
80,1748755200000.0,104587.0,104594.3,104587.0,104594.2,19.3463
81,1748755300000.0,104594.2,104594.3,104557.0,104557.0,81.6282
82,1748755300000.0,104557.0,104557.1,104522.1,104522.1,217.437
83,1748755400000.0,104522.1,104522.2,104521.3,104521.5,56.7598
84,1748755400000.0,104521.5,104521.6,104521.5,104521.5,19.8359
85,1748755500000.0,104521.5,104543.9,104521.5,104543.9,15.2842
86,1748755500000.0,104543.9,104553.0,104534.6,104534.7,34.5532
87,1748755700000.0,104534.7,104534.7,104533.9,104533.9,17.3819
88,1748755700000.0,104533.9,104534.0,104533.9,104534.0,7.938
89,1748755700000.0,104534.0,104534.0,104520.0,104521.9,16.3625
90,1748755800000.0,104521.9,104528.8,104521.9,104527.0,16.1292
91,1748755800000.0,104527.0,104527.0,104526.8,104526.8,22.4057
92,1748756000000.0,104526.8,104527.0,104526.8,104526.9,25.8406
93,1748756000000.0,104526.9,104533.9,104526.9,104533.8,3.9917
94,1748756100000.0,104533.8,104533.9,104533.8,104533.8,5.0318
95,1748756100000.0,104533.8,104561.5,104533.8,104560.6,9.549
96,1748756200000.0,104560.6,104583.5,104560.6,104583.4,24.3003
97,1748756200000.0,104583.4,104583.5,104583.4,104583.5,20.4576
98,1748756300000.0,104583.5,104583.5,104553.8,104553.9,5.6539
99,1748756300000.0,104553.9,104553.9,104553.7,104553.8,7.7875
100,1748756500000.0,104553.8,104553.8,104553.7,104553.8,1.796
101,1748756500000.0,104553.8,104553.8,104506.5,104506.5,12.7996
102,1748756500000.0,104506.5,104506.6,104480.2,104480.3,67.1767
103,1748756600000.0,104480.3,104489.0,104461.9,104461.9,123.7361
104,1748756600000.0,104461.9,104478.0,104461.9,104466.5,84.8969
105,1748756700000.0,104466.5,104466.5,104464.9,104464.9,29.7369
106,1748756700000.0,104464.9,104465.0,104451.3,104451.3,11.1692
107,1748756900000.0,104451.3,104451.4,104434.9,104434.9,15.0136
108,1748756900000.0,104434.9,104434.9,104397.2,104397.3,49.4731
109,1748757000000.0,104397.3,104440.8,104397.2,104440.8,94.5174
110,1748757000000.0,104440.8,104440.8,104440.7,104440.8,22.2184
111,1748757100000.0,104440.8,104467.2,104440.7,104467.2,19.2652
112,1748757100000.0,104467.2,104474.8,104467.1,104474.7,15.0984
113,1748757100000.0,104474.7,104493.2,104474.7,104493.2,6.7109
